Remodel date of property,Type Of Dwelling,General Zone Classification,Linear Feet of Street,Plot size in square feet,Type of road,Type of Alley,Shape of Property,Flatness of Property,Types of Utilities Available,Plot Configuration,Slope of Property,Locations within Ames City limits,Proximity to various conditions,Overall Rating(Material & Finishing),OverallCond,Original construction date,Type of Roof,Material used in Roof,Exterior Covering on the House,Masonry veneer type,Masonry veneer area in square feet,Evaluation of Quality of material on Exterior,Evaluation present condition of material on Exterior,Type of Foundation,Evaluation of hight of basement,Evaluation of condition of Basement,Exposure Walkout or garden-level walls,Basement Finished area rating,Finished square feet area in basement,"Basement Finished area rating,if multiple types","Finished square feet area in basement,type 2",Unfinished Basement area in square feet,Total Basement area in square feet,Type of heating,Heating Quality and Condition,Central Air Conditioning,Electrical System,Area of 1st Floor in Square Feet,Area of 2nd Floor in Square Feet,Total living area in square feet,Full Bathrooms,Half Bathrooms,Bedrooms(Excluded Basement Bedrooms),Kitchens,Kitchen Quality,Total Rooms(Excluded Bathrooms),Number of Fireplaces,Fireplace Quality,Garage location,The Year of Garage Built,Interior finish of the garage,Car Parking capacity in Garage,Size of garage in square feet,Garage quality,Garage condition,Paved driveway,Wood deck area in square feet,Open porch area in square feet,Enclosed porch area in square feet,Three-season porch area in square feet,Screen porch area in square feet,Month and Year of sold,YrSold,Type of Sale,Condition of Sale,Sale Price,PricePerSqFt,Age of Property when sold(in years),TotalBathroom,living_to_lot_ratio,cluster
1976.0,SPLIT OR MULTI-LEVEL,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Mitchell,Normal,Above Average,5.0,1976.0,Gable,Standard (Composite) Shingle,Hard Board,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Average Living Quarters,539.0,Unfinished,0.0,490.0,1029.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1062.0,0.0,1062.0,1.0,0.0,3.0,1.0,Average/Typical,5.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Rough Finished,2.0,539.0,Typical/Average,Typical/Average,Paved,120.0,0.0,0.0,0.0,0.0,May 2007,2007.0,Warranty Deed - Conventional,Normal Sale,146800.0,138.2297551789077,31.0,1.0,0.11189547992835318,1
1997.0,2-STORY 1946 & NEWER,Residential Low-Density,92.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Cul-De-Sac,Gentle Slope,Northridge,Normal,Good,5.0,1996.0,Gable,Standard (Composite) Shingle,Metal Siding,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,862.0,Unfinished,0.0,255.0,1117.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1127.0,886.0,2013.0,2.0,1.0,3.0,1.0,Average/Typical,8.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Unfinished,2.0,455.0,Typical/Average,Typical/Average,Paved,180.0,25.0,0.0,0.0,0.0,June 2007,2007.0,Warranty Deed - Conventional,Normal Sale,269790.0,134.02384500745157,11.0,3.0,0.212095669581709,2
2007.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,76.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Somerset,Normal,Very Good,5.0,2007.0,Gable,Standard (Composite) Shingle,Cement Board,Stone,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Unfinished,0.0,Unfinished,0.0,1496.0,1496.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1496.0,0.0,1496.0,2.0,0.0,3.0,1.0,Good,7.0,1.0,No Fireplace,Attached to the home,2005.0,Finished,2.0,474.0,Typical/Average,Typical/Average,Paved,168.0,25.0,0.0,0.0,0.0,June 2007,2007.0,Home just constructed and sold,Home was not completed when last assessed,225000.0,150.40106951871658,0.0,2.0,0.15762301127383838,0
1996.0,2-STORY 1946 & NEWER,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Gilbert,Normal,Good,5.0,1994.0,Gable,Standard (Composite) Shingle,Metal Siding,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,712.0,712.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1086.0,809.0,1895.0,2.0,1.0,3.0,1.0,Good,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Finished,2.0,409.0,Typical/Average,Typical/Average,Paved,143.0,46.0,0.0,0.0,0.0,October 2008,2008.0,Warranty Deed - Conventional,Normal Sale,194500.0,102.63852242744063,14.0,3.0,0.19966283847855865,2
1981.0,2-STORY 1946 & NEWER,Residential Low-Density,70.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Sawyer West,Normal,Above Average,6.0,1980.0,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,650.0,650.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,888.0,676.0,1564.0,2.0,1.0,3.0,1.0,Average/Typical,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Unfinished,2.0,476.0,Typical/Average,Typical/Average,Paved,0.0,50.0,0.0,0.0,0.0,April 2010,2010.0,Warranty Deed - Conventional,Normal Sale,171000.0,109.33503836317135,30.0,3.0,0.16478769360446738,2
1977.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,71.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Sawyer,Normal,Above Average,5.0,1977.0,Gable,Standard (Composite) Shingle,Plywood,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,660.0,660.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1285.0,0.0,1285.0,1.0,1.0,3.0,1.0,Average/Typical,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Rough Finished,2.0,528.0,Typical/Average,Typical/Average,Paved,138.0,0.0,0.0,0.0,0.0,April 2007,2007.0,Warranty Deed - Conventional,Normal Sale,143500.0,111.67315175097276,30.0,2.0,0.13539142345379834,1
1953.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,57.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,Normal,Average,5.0,1953.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,570.0,Unfinished,0.0,203.0,773.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,773.0,0.0,773.0,1.0,0.0,2.0,1.0,Average/Typical,4.0,1.0,No Fireplace,Attached to the home,2005.0,Unfinished,1.0,240.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,April 2008,2008.0,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",110000.0,142.3027166882277,55.0,1.0,0.08144558002317985,1
2009.0,2-STORY 1946 & NEWER,Residential Low-Density,104.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northridge Heights,Normal,Excellent,5.0,2008.0,Hip,Standard (Composite) Shingle,Vinyl Siding,Stone,210.6894270193207,Excellent,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,567.2404109589041,1059.639175736536,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1966.0,1174.0,1509.6191780821919,3.0,1.0,4.0,1.0,Excellent,6.517808219178082,1.0,Good - Masonry Fireplace on the main level,Built-In (Garage part of the house - typically has room above the garage),2005.0,Finished,3.0,820.0,Typical/Average,Typical/Average,Paved,144.0,78.0,0.0,0.0,0.0,July 2009,2009.0,Home just constructed and sold,Home was not completed when last assessed,180921.19589041095,119.8455865672373,1.0,4.0,0.15905796839976735,2
1950.0,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,60.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,South & West of Iowa State University,Adjacent to feeder street & Normal,Average,7.0,1937.0,Gable,Standard (Composite) Shingle,Wood Siding,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,569.0,Unfinished,0.0,162.0,731.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,981.0,787.0,1768.0,1.0,1.0,3.0,1.0,Good,7.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Detached from home,2005.0,Unfinished,1.0,240.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,June 2007,2007.0,Warranty Deed - Conventional,Normal Sale,175000.0,98.98190045248869,70.0,2.0,0.18628174059635444,1
1997.0,2-STORY 1946 & NEWER,Residential Low-Density,79.0,9491.0,Paved,None,Slightly Irregular,Hillside,All Public Utilities,Inside Plot,Moderate Slope,Clear Creek,Adjacent to feeder street & Normal,Above Average,5.0,1997.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,462.0,Unfinished,0.0,154.0,616.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,616.0,1072.0,1688.0,2.0,1.0,4.0,1.0,Good,8.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,2.0,603.0,Typical/Average,Typical/Average,Paved,0.0,114.0,0.0,0.0,0.0,May 2008,2008.0,Warranty Deed - Conventional,Normal Sale,200000.0,118.48341232227489,11.0,3.0,0.1778527025603203,2
1990.0,1-STORY 1945 & OLDER,Residential Medium-Density,40.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Iowa DOT and Rail Road,Normal,Below Average,7.0,1916.0,Gable,Standard (Composite) Shingle,Metal Siding,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Low Quality,197.0,Unfinished,0.0,999.0,1196.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1196.0,0.0,1196.0,1.0,0.0,2.0,1.0,Average/Typical,5.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,2.0,440.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,July 2007,2007.0,Warranty Deed - Conventional,Normal Sale,109900.0,91.88963210702342,91.0,1.0,0.12601411863871037,1
2005.0,2-STORY 1946 & NEWER,Residential Low-Density,63.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,College Creek,Normal,Good,5.0,2005.0,Gable,Standard (Composite) Shingle,Wood Shingles,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,648.0,Unfinished,0.0,80.0,728.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,728.0,728.0,1456.0,2.0,1.0,3.0,1.0,Good,7.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Finished,2.0,410.0,Typical/Average,Typical/Average,Paved,36.0,18.0,0.0,0.0,0.0,October 2008,2008.0,Warranty Deed - Conventional,Normal Sale,189000.0,129.80769230769232,3.0,3.0,0.15340849225582132,2
2009.0,2-STORY 1946 & NEWER,Residential Low-Density,107.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northridge Heights,Normal,Excellent,5.0,2008.0,Hip,Standard (Composite) Shingle,Vinyl Siding,Stone,210.6894270193207,Excellent,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Unfinished,0.0,Unfinished,0.0,567.2404109589041,1734.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1734.0,1088.0,1509.6191780821919,3.0,1.0,4.0,1.0,Excellent,6.517808219178082,1.0,Good - Masonry Fireplace on the main level,Built-In (Garage part of the house - typically has room above the garage),2005.0,Rough Finished,3.0,472.9801369863014,Typical/Average,Typical/Average,Paved,52.0,25.0,0.0,0.0,0.0,January 2009,2009.0,Home just constructed and sold,Home was not completed when last assessed,180921.19589041095,119.8455865672373,1.0,4.0,0.15905796839976735,2
1954.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,75.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,Normal,Average,5.0,1954.0,Gable,Standard (Composite) Shingle,Wood Siding,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Low Quality,812.0,Unfinished,0.0,124.0,936.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1128.0,0.0,1128.0,1.0,0.0,2.0,1.0,Average/Typical,5.0,1.0,No Fireplace,Attached to the home,2005.0,Unfinished,1.0,286.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,June 2006,2006.0,Warranty Deed - Conventional,Sale between family members,118000.0,104.60992907801419,52.0,1.0,0.11884943630808134,1
2008.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,91.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Frontage on 2 sides of the property,Gentle Slope,Somerset,Normal,Good,5.0,2008.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Stone,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,1417.0,1417.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1428.0,0.0,1428.0,2.0,0.0,3.0,1.0,Excellent,6.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,2.0,554.0,Typical/Average,Typical/Average,Paved,0.0,60.0,0.0,0.0,0.0,July 2008,2008.0,Home just constructed and sold,Home was not completed when last assessed,227680.0,159.43977591036415,0.0,2.0,0.15045832894320935,0
1967.0,SPLIT OR MULTI-LEVEL,Residential Low-Density,75.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,Normal,Average,5.0,1967.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Average Living Quarters,400.0,Average Rec Room,0.0,100.0,980.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,980.0,0.0,980.0,2.0,0.0,3.0,1.0,Average/Typical,6.0,1.0,No Fireplace,Attached to the home,2005.0,Finished,1.0,384.0,Typical/Average,Typical/Average,Paved,68.0,0.0,0.0,0.0,0.0,October 2006,2006.0,Warranty Deed - Conventional,Normal Sale,135500.0,138.26530612244898,39.0,2.0,0.10325571594141819,1
2004.0,2-STORY 1945 & OLDER,Residential Low-Density,57.62328767123287,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Brookside,Normal,Average,6.0,1923.0,Gable,Standard (Composite) Shingle,Wood Siding,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,1309.0,Unfinished,0.0,15.0,1324.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1072.0,504.0,1576.0,1.0,1.0,3.0,1.0,Good,6.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Rough Finished,2.0,528.0,Typical/Average,Typical/Average,Paved,0.0,46.66027397260274,0.0,0.0,0.0,May 2009,2009.0,Warranty Deed - Conventional,Normal Sale,223500.0,141.81472081218274,86.0,2.0,0.16605204930987252,1
1966.0,SPLIT OR MULTI-LEVEL,Residential Low-Density,85.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,Normal,Average,5.0,1966.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Average Living Quarters,516.0,Below Average Living Quarters,0.0,380.0,1024.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1086.0,0.0,1086.0,1.0,0.0,3.0,1.0,Average/Typical,6.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Rough Finished,2.0,484.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,June 2006,2006.0,Warranty Deed - Conventional,Normal Sale,159950.0,147.28360957642727,40.0,1.0,0.11442419133916341,1
1965.0,2-1/2 STORY ALL AGES,Residential Medium-Density,90.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Old Town,Normal,Average,5.0,1898.0,Hip,Standard (Composite) Shingle,Asbestos Shingles,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,849.0,849.0,Gas forced warm air furnace,Average/Typical,No,Standard Circuit Breakers & Romex,1075.0,1063.0,2138.0,2.0,0.0,2.0,1.0,Average/Typical,6.517808219178082,1.0,No Fireplace,Detached from home,2005.0,Unfinished,2.0,360.0,Fair,Poor,Dirt/Gravel,40.0,25.0,0.0,0.0,0.0,November 2009,2009.0,Warranty Deed - Conventional,Normal Sale,106000.0,49.57904583723106,111.0,2.0,0.22526604151301233,1
1999.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,78.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northwest Ames,Normal,Above Average,6.0,1974.0,Hip,Standard (Composite) Shingle,Hard Board,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,663.0,Low Quality,0.0,0.0,1040.0,Gas forced warm air furnace,Fair,Yes,Standard Circuit Breakers & Romex,1309.0,0.0,1309.0,1.0,1.0,3.0,1.0,Good,5.0,1.0,Fair - Prefabricated Fireplace in the basement,Attached to the home,2005.0,Rough Finished,2.0,484.0,Typical/Average,Typical/Average,Paved,265.0,0.0,0.0,0.0,0.0,January 2006,2006.0,Warranty Deed - Conventional,Normal Sale,181000.0,138.27349121466767,32.0,2.0,0.13792013486460858,1
2004.0,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium-Density,0.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,College Creek,Normal,Above Average,5.0,2004.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,662.0,Unfinished,0.0,186.0,848.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,848.0,0.0,848.0,1.0,0.0,1.0,1.0,Good,4.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Finished,2.0,420.0,Typical/Average,Typical/Average,Paved,140.0,0.0,0.0,0.0,0.0,June 2008,2008.0,Contract Low Down,Normal Sale,144500.0,170.4009433962264,4.0,1.0,0.08934780318196185,1
1952.0,1-STORY 1946 & NEWER ALL STYLES,Commercial,66.0,9491.0,Gravel,None,Regular,Banked,All Public Utilities,Inside Plot,Moderate Slope,Iowa DOT and Rail Road,Normal,Average,5.0,1952.0,Hip,Standard (Composite) Shingle,Wood Siding,None,180.73137335812217,Fair,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Unfinished,0.0,Unfinished,0.0,540.0,540.0,Gas forced warm air furnace,Average/Typical,No,Standard Circuit Breakers & Romex,1044.0,0.0,1044.0,1.0,0.0,2.0,1.0,Fair,4.0,1.0,No Fireplace,Basement Garage,2005.0,Unfinished,2.0,504.0,Typical/Average,Typical/Average,Dirt/Gravel,0.0,0.0,0.0,0.0,0.0,June 2010,2010.0,Warranty Deed - Conventional,Allocation - two linked properties with separate deeds,55993.0,53.633141762452105,58.0,1.0,0.1099989463702455,1
1958.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,75.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,Normal,Above Average,6.0,1958.0,Gable,Standard (Composite) Shingle,Metal Siding,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,608.0,Unfinished,0.0,834.0,1442.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1442.0,0.0,1442.0,1.0,1.0,4.0,1.0,Average/Typical,7.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,1.0,301.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,April 2007,2007.0,Court Officer Deed/Estate,Normal Sale,157900.0,109.500693481276,49.0,2.0,0.15193341059951532,1
1950.0,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,45.0,9491.0,Paved,Gravel,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Edwards,Normal,Average,7.0,1918.0,Gable,Standard (Composite) Shingle,Stucco,None,180.73137335812217,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,686.0,686.0,Gas hot water or steam heat,Good,Yes,Standard Circuit Breakers & Romex,686.0,564.0,1250.0,1.0,1.0,3.0,1.0,Fair,7.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,1.0,280.0,Typical/Average,Typical/Average,Partial Pavement,207.0,0.0,0.0,0.0,0.0,July 2006,2006.0,Warranty Deed - Conventional,Normal Sale,116000.0,92.8,88.0,2.0,0.1317037193130334,1
1998.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,48.0,9491.0,Paved,None,Moderately Irregular,Near Flat Level,All Public Utilities,Cul-De-Sac,Gentle Slope,College Creek,Normal,Good,5.0,1998.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,541.5657341902796,1649.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1661.0,0.0,1661.0,2.0,0.0,3.0,1.0,Good,6.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,2.0,598.0,Typical/Average,Typical/Average,Paved,0.0,34.0,0.0,0.0,0.0,May 2010,2010.0,Warranty Deed - Conventional,Normal Sale,224900.0,135.4003612281758,12.0,2.0,0.1750079022231588,0
1954.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,North Ames,Normal,Average,6.0,1954.0,Gable,Standard (Composite) Shingle,Brick Face,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,486.0,Unfinished,0.0,522.0,1008.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1008.0,0.0,1008.0,1.0,0.0,2.0,1.0,Average/Typical,4.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Rough Finished,1.0,275.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,July 2006,2006.0,Warranty Deed - Conventional,Normal Sale,137000.0,135.9126984126984,52.0,1.0,0.10620587925403013,1
2002.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Cul-De-Sac,Gentle Slope,Mitchell,Normal,Very Good,5.0,2002.0,Hip,Standard (Composite) Shingle,Cement Board,Brick Face,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,1218.0,Unfinished,0.0,350.0,1568.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1689.0,0.0,1689.0,2.0,0.0,3.0,1.0,Good,7.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Rough Finished,3.0,857.0,Typical/Average,Typical/Average,Paved,150.0,59.0,0.0,0.0,0.0,July 2008,2008.0,Warranty Deed - Conventional,Normal Sale,271000.0,160.44997039668442,6.0,2.0,0.17795806553577073,0
1971.0,SPLIT OR MULTI-LEVEL,Residential Low-Density,80.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Clear Creek,Normal,Above Average,7.0,1971.0,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,504.0,Unfinished,0.0,506.0,1010.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1052.0,0.0,1052.0,1.0,0.0,3.0,1.0,Average/Typical,6.0,1.0,No Fireplace,Attached to the home,2005.0,Unfinished,2.0,440.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,June 2010,2010.0,Warranty Deed - Conventional,Normal Sale,155000.0,147.3384030418251,39.0,1.0,0.11084185017384891,1
2010.0,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low-Density,44.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northridge Heights,Normal,Good,5.0,2009.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Stone,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Good Living Quarters,733.0,Unfinished,0.0,625.0,1358.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1358.0,0.0,1358.0,2.0,0.0,2.0,1.0,Good,6.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Rough Finished,2.0,484.0,Typical/Average,Typical/Average,Paved,192.0,35.0,0.0,0.0,0.0,June 2010,2010.0,Home just constructed and sold,Home was not completed when last assessed,224000.0,164.94845360824743,1.0,2.0,0.1430829206616795,0
